"Borough","CommunityBoard","CouncilDistrict","DispenserUnitLocation","GISPropNum","InstallationDate","Location","Manufacturer","MountingSurface","OBJECTID","OMPPropID","ParkDistrict","Precinct","PropertyName","RestockedBy","SubPropertyName","ZIPCode","point"
"X",208,14,"Park Perimeter","X202","","100 ft from W 230 St.","Mitt Mutt","Chain Link Fence",16805,"","X-08",50,"Marble Hill Playground","Parks","",10463,"POINT (-73.90821078309693 40.877920579126375)"
"Q",407,19,"Park Interior","Q009","2018-04-02 04:00:00.0000000","near ballfield, Poppenhuisen, 119th St.","Mitt Mutt","Unpaved Surface",4805,"Q009-ZN02","Q-07",109,"Hermon A. MacNeil Park","Parks","MacNeil Park Zone 2",11356,"POINT (-73.85089835031184 40.79213113162215)"
"R",502,50,"","R038A","2018-02-27 05:00:00.0000000","","Mitt Mutt","",25603,"","R-02B",122,"Midland Field","","",10306,"POINT (-74.09821896103615 40.57664860126619)"
"Q",482,32,"Near Entrance","Q015","2018-03-29 04:00:00.0000000","Bbq area right of bandshell CS","Mitt Mutt","Unpaved Surface",11208,"Q015-ZN06","Q-16",102,"Forest Park","Parks","The Bandshell",11385,"POINT (-73.85849181936952 40.69906846158108)"
"R",501,49,"Park Perimeter","R105","2018-06-22 04:00:00.0000000","In grass next to sidewalk","Mitt Mutt","Unpaved Surface",5628,"","R-01",120,"Prall Playground","Parks","",10310,"POINT (-74.11877689370836 40.62866889485736)"
"B",301,33,"Near Entrance","B058","2018-01-30 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",12006,"B058-ZN01","B-01",94,"McCarren Park","Parks","McCarren Park Zone 1",11222,"POINT (-73.95005557590996 40.719191693738495)"
"B",310,47,"Near Dog Run","B066","2018-03-09 05:00:00.0000000","Cobblestones outside dog run entrance","Mitt Mutt","Paved Surface",5643,"","B-10",68,"Owl's Head Park","","",11220,"POINT (-74.03516315465026 40.63994102966419)"
"R",503,51,"Park Interior","R172","","parkinglot","Mitt Mutt","Paved Surface",20404,"R172-ZN01","R-03",121,"Brookfield Park","Parks","Brookfield Park Zone 1",10308,"POINT (-74.15997143538927 40.56316277948815)"
"X",203,15,"Park Perimeter","X010","","","Mitt Mutt","Wrought Iron Fence",7205,"X010-ZN05","X-03",42,"Crotona Park","Parks","Crotona Zone 5",10457,"POINT (-73.89050472897868 40.837011614913145)"
"B",310,47,"Park Perimeter","B082","2018-03-06 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",3258,"B082-ZN03","B-10",68,"Shore Park and Parkway","Parks","Shore Road Park Zone 3",11209,"POINT (-74.0401677767801 40.627872582394076)"
"B",355,39,"Park Perimeter","B073","2018-04-10 04:00:00.0000000","PP West & 9th Street, Perimeter","Mitt Mutt","Paved Surface",3611,"B073-ZN04","B-19",78,"Prospect Park","Parks","The Bandshell",11215,"POINT (-73.97674420188392 40.66443047642465)"
"",226,11,"Park Perimeter","","","","Mitt Mutt","Unpaved Surface",20812,"","",47,"","Parks","",10470,"POINT (-73.87121505860478 40.90019955623822)"
"B",318,46,"Near Entrance","B057","2018-03-01 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",5611,"B057-ZN03","B-18",63,"Marine Park","Parks","Marine Park Zone 3",11229,"POINT (-73.93599576734948 40.603990300306776)"
"X",205,14,"Park Perimeter","X051","","","Mitt Mutt","Chain Link Fence",14407,"","X-05",46,"University Woods","Parks","",10468,"POINT (-73.91517977195961 40.8589644921817)"
"B",316,42,"Near Entrance","B343","2018-03-19 04:00:00.0000000","10 ft R. of park sign on Prospect Pl","Mitt Mutt","Wrought Iron Fence",3232,"","B-16",73,"Osborn Playground","","",11212,"POINT (-73.90645701476765 40.65631723078404)"
"Q",407,19,"Near Entrance","Q086","2017-12-06 05:00:00.0000000","149th in between courts and CS","Mitt Mutt","Unpaved Surface",4807,"","Q-07",109,"Flushing Fields","Parks","",11354,"POINT (-73.81746983284316 40.775775617767714)"
"X",204,16,"Park Interior","X047","","","Mitt Mutt","Unpaved Surface",13206,"X047-ZN01","X-04",44,"Franz Sigel Park","Parks","Franz Sigel Park Zone 1",10451,"POINT (-73.92582419497101 40.82378486887644)"
"R",503,51,"Near Entrance","R145","","","Mitt Mutt","Paved Surface",19603,"","R-03",122,"Seaside Wildlife Nature Park","Parks","",10308,"POINT (-74.14336026157207 40.5402635056487)"
"B",302,35,"Park Perimeter","B295","2018-02-01 05:00:00.0000000","Adj courts on N Portland Av","Mitt Mutt","Wrought Iron Fence",6067,"","B-02",88,"Oxport Playground","","",11205,"POINT (-73.97660327360816 40.69767566156293)"
"B",318,45,"Near Entrance","B002","2018-03-01 05:00:00.0000000","Near Ave I and E 38 St entrance","Mitt Mutt","Unpaved Surface",3225,"","B-18",63,"Amersfort Park","","",11210,"POINT (-73.9393747476094 40.62973191280752)"
"Q",305,37,"Near Entrance","Q020Group","2018-03-29 04:00:00.0000000","Highland Blvd. and Heath Place","Mitt Mutt","Unpaved Surface",3633,"Q020-ZN02","Q-05A",75,"Highland Park","Parks","Highland Park Zone 2",11207,"POINT (-73.89223398857382 40.6827519062962)"
"X",204,16,"Park Perimeter","X028","","","Mitt Mutt","Unpaved Surface",7618,"","X-04",44,"Joyce Kilmer Park","Parks","",10451,"POINT (-73.92335502244346 40.828303624560924)"
"R",503,51,"Park Perimeter","R097","2018-06-06 04:00:00.0000000","C/O of Ida Ct. & Drumgoole rd. east","Mitt Mutt","Unpaved Surface",26803,"","R-03",123,"Ida Court","Parks","",10312,"POINT (-74.18663760177142 40.53907010919765)"
"B",307,38,"Near Entrance","B087","2018-03-01 05:00:00.0000000","Along path inside 41 St/7 Av entrance","Mitt Mutt","Unpaved Surface",8010,"","B-07",72,"Sunset Park","","",11232,"POINT (-74.00102363989359 40.64751841449043)"
"R",501,50,"Near Entrance","R029","2018-10-18 04:00:00.0000000","near path","Mitt Mutt","Unpaved Surface",31203,"","R-01",121,"Westerleigh Park","Partner Group","",10314,"POINT (-74.13398353389007 40.61927004425143)"
"R",501,49,"Park Perimeter","R170","2018-08-19 04:00:00.0000000","Near sidewalk","Mitt Mutt","Unpaved Surface",10803,"","R-01",120,"Stapleton Esplanade","Parks","",10304,"POINT (-74.07306916099982 40.62896176641101)"
"X",207,11,"Park Perimeter","X033","","","Mitt Mutt","Unpaved Surface",16406,"X033-ZN03","X-07",52,"Mosholu Parkway","Parks","Mosholu Parkway Zone 3",10458,"POINT (-73.88354454449288 40.87637966354793)"
"X",206,15,"Park Perimeter","X108","","","Mitt Mutt","Wrought Iron Fence",7217,"","X-06",48,"Belmont Playground","Parks","",10457,"POINT (-73.88717070833255 40.84984004146111)"
"B",308,41,"Park Perimeter","B029","2018-03-29 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",6045,"B029-ZN06","B-08",77,"Eastern Parkway","Parks","Eastern Parkway Mall Zone 6",11213,"POINT (-73.92818520421379 40.668793210841976)"
"X",205,14,"Near Entrance","X258","","","Mitt Mutt","Wrought Iron Fence",14809,"","X-05",46,"Cleopatra Playground","Parks","",10457,"POINT (-73.9041521196999 40.8457889364934)"
"X",203,15,"Park Perimeter","X010","","","Mitt Mutt","Wrought Iron Fence",22403,"X010-ZN06","X-03",42,"Crotona Park","Parks","Hylan Park",10460,"POINT (-73.88840054741603 40.83900733022885)"
"R",503,51,"Park Interior","R031","2018-06-19 04:00:00.0000000","by battle of the Bulge","Mitt Mutt","Paved Surface",18005,"R031-ZN02","R-03",123,"Wolfe's Pond Park","Parks","Wolfe's Pond Park Zone 2",10312,"POINT (-74.18809537103296 40.51898766744239)"
"R",501,49,"Park Perimeter","R105","2018-06-22 04:00:00.0000000","In grass by sidewalk","Mitt Mutt","Unpaved Surface",6034,"","R-01",120,"Prall Playground","Parks","",10310,"POINT (-74.11811322990593 40.62882684094895)"
"X",207,11,"Park Perimeter","X033","","E. Mosh Pkwy, btw G Concourse and VC Ave","Mitt Mutt","Unpaved Surface",16008,"X033-ZN02","X-07",52,"Mosholu Parkway","Parks","Mosholu Parkway Zone 2",10458,"POINT (-73.88424728322427 40.87759650048093)"
"X",208,11,"Park Perimeter","X201","","","Mitt Mutt","Chain Link Fence",16809,"","X-08",50,"Seton Park","Parks","",10471,"POINT (-73.91516811938862 40.886521043242325)"
"Q",408,23,"Near Dog Run","Q021","2018-04-02 04:00:00.0000000","193rd St. and Radnor Rd., date is est.","Mitt Mutt","Unpaved Surface",6017,"Q021-ZN01","Q-08",107,"Cunningham Park","Parks","Cunningham Park Zone 1",11423,"POINT (-73.77544108658373 40.72599563576582)"
"M",104,3,"Park Perimeter","M249","","on fence by bbct","Mitt Mutt","Wrought Iron Fence",32403,"","M-04",10,"Penn South Playground","Parks","",10001,"POINT (-73.99875735576622 40.747822134728665)"
"M",103,2,"Park Perimeter","M033","","In front of rec center","Mitt Mutt","Wrought Iron Fence",34004,"","M-03",7,"Hamilton Fish Park","Parks","",10002,"POINT (-73.98150276001476 40.72011105378957)"
"X",211,13,"Park Interior","X003","","Pelham Pkwy Service road","Mitt Mutt","Unpaved Surface",21207,"","X-11",49,"Pelham Parkway","Parks","",10462,"POINT (-73.86331611272982 40.85682584637528)"
"B",314,40,"Near Entrance","B389","2018-03-27 04:00:00.0000000","15 ft L. of Ocean Av entrance","Mitt Mutt","Wrought Iron Fence",3246,"","B-14",70,"Umma Park","","",11226,"POINT (-73.96184800061806 40.65386527982266)"
"B",304,34,"Near Entrance","B016","2018-04-13 04:00:00.0000000","Just inside Suydam/Irving entrance","Mitt Mutt","Paved Surface",8024,"","B-04",83,"Maria Hernandez Park","","",11237,"POINT (-73.92256521197538 40.70353744765269)"
"R",503,51,"Park Interior","R079","","by Purple Martin Bird houses","Mitt Mutt","Paved Surface",17607,"","R-03",123,"Lemon Creek Park","Parks","",10309,"POINT (-74.19857958708272 40.51258330329943)"
"X",201,8,"Near Entrance","X045","","","Mitt Mutt","Wrought Iron Fence",21604,"X045-ZN02","X-01",40,"St. Mary's Park","Parks","St Mary's Park Zone 2",10454,"POINT (-73.91323926297716 40.81359833602926)"
"Q",412,28,"Near Entrance","Q220E","2018-02-06 05:00:00.0000000","140th St. and 123rd Ave.","Mitt Mutt","Paved Surface",6057,"","Q-12",113,"Playground One Forty","Parks","",11436,"POINT (-73.80095077029134 40.67492115856004)"
"Q",409,32,"Near Entrance","Q128","2018-03-30 04:00:00.0000000","89th St. mid-block","Mitt Mutt","Paved Surface",11616,"","Q-09",102,"London Planetree Playground","Parks","",11416,"POINT (-73.85282102309377 40.68594254249954)"
"Q",414,31,"Near Entrance","Q345","2018-03-19 04:00:00.0000000","inside ballfield fence","Mitt Mutt","Unpaved Surface",11605,"","Q-14",101,"Redfern Playground","Parks","",11691,"POINT (-73.74894524468988 40.611390562987715)"
"B",301,34,"Near Entrance","B132","2018-02-02 05:00:00.0000000","10 ft L of signage by White St entrance","Mitt Mutt","Wrought Iron Fence",5660,"","B-01",90,"Gilbert Ramirez Park","","",11206,"POINT (-73.93531200552367 40.705786120056814)"
"B",310,47,"Park Perimeter","B082","2018-03-08 05:00:00.0000000","","Mitt Mutt","Paved Surface",3640,"B082-ZN03","B-10",68,"Shore Park and Parkway","Parks","Shore Road Park Zone 3",11209,"POINT (-74.0404081039201 40.622447697789)"
"X",205,14,"Park Perimeter","X291","","opposite house 7 E 181 street","Mitt Mutt","Wrought Iron Fence",14403,"","X-05",46,"Walton Park","Parks","",10453,"POINT (-73.90510877904556 40.85548943216777)"
"B",315,48,"Park Perimeter","B065","","","Mitt Mutt","Unpaved Surface",5615,"B065-ZN08","B-12",61,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 8",11235,"POINT (-73.96537570134964 40.589012181688354)"
"B",304,34,"Near Entrance","B016","2018-04-13 04:00:00.0000000","Just inside Knickerbocker/Starr entrance","Mitt Mutt","Unpaved Surface",8417,"","B-04",83,"Maria Hernandez Park","","",11237,"POINT (-73.92512135647873 40.70282169914502)"
"B",310,47,"Near Entrance","B035","2018-03-06 05:00:00.0000000","Just inside 4 Av/Shore Rd entrance","Mitt Mutt","Unpaved Surface",6052,"","B-10",68,"John Paul Jones Park","","",11209,"POINT (-74.03434027113585 40.611471976028746)"
"X",204,16,"Park Perimeter","X028","","","Mitt Mutt","Wrought Iron Fence",7222,"","X-04",44,"Joyce Kilmer Park","Parks","",10451,"POINT (-73.9223143251502 40.82821838338731)"
"X",202,17,"Park Perimeter","X260","","under park sign on Manida Street","Mitt Mutt","Wrought Iron Fence",3265,"","X-02",41,"Julio Carballo Fields","Parks","",10474,"POINT (-73.88863782919675 40.81510463108797)"
"B",355,39,"Park Interior","B073","2018-04-11 04:00:00.0000000","On path across from wellhouse","Mitt Mutt","Unpaved Surface",3614,"B073-ZN21","B-19",78,"Prospect Park","","Peninsula",11215,"POINT (-73.97003504993278 40.656628523677774)"
"",206,15,"Near Entrance","","","on post near entrance","Mitt Mutt","Unpaved Surface",20817,"X147A-ZN02","",48,"","Parks","Starlight Park Zone 2",10460,"POINT (-73.878424453489 40.838588596536475)"
"Q",412,27,"Near Entrance","Q023","2018-02-08 05:00:00.0000000","153rd St. and 90th Ave.","Mitt Mutt","Paved Surface",13210,"","Q-12",103,"Rufus King Park","Parks","",11432,"POINT (-73.80324505424915 40.704245105528706)"
"B",304,37,"Near Entrance","B381","2018-04-23 04:00:00.0000000","Just inside Furman Av entrance","Mitt Mutt","Unpaved Surface",8027,"","B-04",83,"Thomas Boyland Park","","",11207,"POINT (-73.90745731115706 40.68157054388308)"
"X",207,11,"Park Perimeter","X033","","Webster Ave near entrance","Mitt Mutt","Chain Link Fence",16413,"","X-07",52,"Mosholu Parkway","Parks","",10458,"POINT (-73.88045464141062 40.869025436056525)"
"B",303,36,"Near Entrance","B088","2018-03-08 05:00:00.0000000","L. of path inside Lafayette Av west entr","Mitt Mutt","Unpaved Surface",8014,"","B-03",79,"Herbert Von King Park","","",11216,"POINT (-73.94665880632672 40.6903151204378)"
"B",309,35,"Park Perimeter","B357","2018-03-12 04:00:00.0000000","In lawn adj sitting area on Franklin Av","Mitt Mutt","Unpaved Surface",5646,"","B-09",71,"Jackie Robinson Playground","","",11225,"POINT (-73.95950024673635 40.666024325487314)"
"",414,32,"Near Entrance","","2018-03-23 04:00:00.0000000","B. 126th ramp entr.","Mitt Mutt","Unpaved Surface",7622,"","",100,"","Parks","",11694,"POINT (-73.84420030478518 40.574916701628204)"
"B",301,33,"Near Entrance","B058","2018-01-26 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",6003,"B058-ZN03","B-01",94,"McCarren Park","Parks","McCarren Park Zone 3",11222,"POINT (-73.95356540347305 40.720030526262526)"
"Q",410,32,"Near Entrance","Q094","2018-02-07 05:00:00.0000000","133rd Ave. and 82nd St. to the right","Mitt Mutt","Unpaved Surface",6025,"","Q-10",106,"Tudor Park","Parks","",11417,"POINT (-73.85418725382517 40.673615237021416)"
"R",503,51,"","R089","2018-08-15 04:00:00.0000000","","Mitt Mutt","",28003,"","R-03",122,"Greencroft Playground","","",10308,"POINT (-74.13665422385851 40.55112239107446)"
"X",207,15,"Near Entrance","X040","","Grand Concourse 20' from entrance","Mitt Mutt","Wrought Iron Fence",16011,"","X-07",52,"Poe Park","Parks","",10458,"POINT (-73.89459562900485 40.86530947708373)"
"R",501,49,"Park Perimeter","R109","2018-08-19 04:00:00.0000000","By sidewalk","Mitt Mutt","Wrought Iron Fence",9203,"","R-01",120,"CPL. Thompson Park","Parks","",10310,"POINT (-74.117724876923 40.637609320147625)"
"X",207,11,"Near Entrance","X104","","upper level- Putnam Place entrance","Mitt Mutt","Paved Surface",16418,"","X-07",52,"Williamsbridge Oval","Parks","",10467,"POINT (-73.87591592635829 40.87883520766201)"
"",502,50,"","","","","Mitt Mutt","",30403,"","",122,"","","",10306,"POINT (-74.09526987362003 40.57645811937254)"
"Q",408,24,"Near Entrance","Q052","","86th Rd.","Mitt Mutt","Unpaved Surface",23205,"","Q-08",107,"Captain Tilly Park","Parks","",11432,"POINT (-73.79922553991744 40.71136041529983)"
"Q",411,19,"Park Perimeter","Q364","2017-11-30 05:00:00.0000000","corner of 46th Ave. and 211th St.","Mitt Mutt","Unpaved Surface",6030,"","Q-11",111,"Marie Curie Playground","Parks","",11361,"POINT (-73.77090971871843 40.75745886256356)"
"X",205,14,"Park Perimeter","X244","","","Mitt Mutt","Wrought Iron Fence",14805,"","X-05",46,"Grand Playground","Parks","",10453,"POINT (-73.907452881907 40.85602953300135)"
"X",205,14,"Near Entrance","X283","","","Mitt Mutt","Wrought Iron Fence",15205,"","X-05",46,"Beanstalk Playground","Parks","",10453,"POINT (-73.91676182292197 40.854018397844314)"
"M",103,1,"Park Perimeter","M017","","Non official bag near Jackson & Cherry","DIY","Wrought Iron Fence",32804,"","M-03",7,"Corlears Hook Park","Partner Group","",10002,"POINT (-73.98052739503535 40.712056128062876)"
"",317,41,"Park Perimeter","","2018-02-15 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",6013,"","",67,"","Parks","",11203,"POINT (-73.92276048924724 40.65330771588575)"
"B",304,37,"Park Perimeter","B429","2018-04-09 04:00:00.0000000","On Knickerbocker Av/Grove St perimeter","Mitt Mutt","Chain Link Fence",8416,"","B-04",83,"Hope Ballfield","","",11237,"POINT (-73.9165265928971 40.69768130537207)"
"B",304,37,"Near Entrance","B139","2018-01-29 05:00:00.0000000","10 ft to L of Linden St entrance","Mitt Mutt","Wrought Iron Fence",6062,"","B-04",83,"Heckscher Playground","","",11221,"POINT (-73.9182709191715 40.69467157705297)"
"B",309,35,"Park Perimeter","B029","2018-03-30 04:00:00.0000000","Eastern Parkway & Troy, Southwest side","Mitt Mutt","Unpaved Surface",3210,"B029-ZN05","B-08",71,"Eastern Parkway","Parks","Eastern Parkway Mall Zone 5",11213,"POINT (-73.93640142846807 40.6689677260542)"
"B",312,38,"Park Perimeter","B162","2018-03-06 05:00:00.0000000","Corner of New Utrecht Av/43 St","Mitt Mutt","Paved Surface",3250,"","B-12",66,"Brizzi Playground","","",11219,"POINT (-73.9944703558037 40.64199725766022)"
"B",307,38,"Park Perimeter","B210A","2018-03-01 05:00:00.0000000","On 65 St perimeter in front of HBCT","Mitt Mutt","Paved Surface",8009,"","B-07",72,"John Allen Payne Playground","","",11220,"POINT (-74.02456758791469 40.640051577165046)"
"X",204,16,"Near Entrance","X219","","","Mitt Mutt","Wall",13606,"","X-04",44,"Arcilla Playground","Parks","",10456,"POINT (-73.91481700438918 40.827271771454114)"
"X",206,15,"Park Perimeter","X010A","","","Mitt Mutt","Wrought Iron Fence",7611,"","X-06",48,"Walter Gladwin Park","Parks","",10457,"POINT (-73.89720484884958 40.84435368758925)"
"R",503,51,"Park Perimeter","R089","","","Mitt Mutt","Paved Surface",19203,"","R-03",122,"Greencroft Playground","Parks","",10308,"POINT (-74.13671771434667 40.55108949128339)"
"Q",482,32,"Near Dog Run","Q015","2018-03-30 04:00:00.0000000","Park Lane S. and 85h St.","Mitt Mutt","Unpaved Surface",11612,"Q015-ZN07","Q-16",102,"Forest Park","Parks","Tennis Courts - Forest Parkway",11385,"POINT (-73.86014674106224 40.696455359885945)"
"Q",414,32,"Near Entrance","Q460","2018-03-23 04:00:00.0000000","16th Rd. btw Channel Rd. and Cross Bay","Mitt Mutt","Unpaved Surface",11609,"","Q-14",100,"Broad Channel Park","Parks","",11693,"POINT (-73.81964250052282 40.60147637755713)"
"M",111,8,"Park Perimeter","M183","","Park Ave between 108 & 109 Sts","Mitt Mutt","Unpaved Surface",34803,"","M-11",23,"Peter Minuit Playground","Parks","",10029,"POINT (-73.94695666035501 40.79466654169043)"
"B",304,34,"Near Entrance","B340","2018-03-27 04:00:00.0000000","R. of Garden St entrance","Mitt Mutt","Wrought Iron Fence",8020,"","B-04",83,"Garden Playground","","",11206,"POINT (-73.93823128987054 40.701378915541255)"
"X",209,17,"Park Perimeter","X123","","","Mitt Mutt","Wrought Iron Fence",17214,"","X-09",43,"Noble Playground","Parks","",10460,"POINT (-73.87161612477492 40.83664911261354)"
"X",207,11,"Near Entrance","X136","","bottom of steps on Paul St.","Mitt Mutt","Unpaved Surface",17204,"","X-07",52,"Harris Park","Parks","",10468,"POINT (-73.89056078230733 40.87606489575796)"
"Q",414,31,"Park Interior","Q007","2018-03-16 04:00:00.0000000","Beach Channel Dr. entr. in to the left","Mitt Mutt","Unpaved Surface",7227,"","Q-14",101,"Bayswater Park","Parks","",11691,"POINT (-73.76740517964205 40.5981564385818)"
"X",202,17,"Park Perimeter","X247","","corner of 1 street and Fox Street on WIF","Mitt Mutt","Wrought Iron Fence",3644,"","X-02",41,"Fox Park","Parks","",10455,"POINT (-73.89852906416492 40.81524777062435)"
"R",501,49,"Park Interior","R028","2018-06-22 04:00:00.0000000","In grass near sidewalk","Mitt Mutt","Unpaved Surface",8805,"","R-01",120,"Tappen Park","Parks","",10304,"POINT (-74.0770574873535 40.62663702477249)"
"Q",413,27,"Park Perimeter","Q339","2017-11-30 05:00:00.0000000","120th Ave and Francis Lewis","Mitt Mutt","Paved Surface",7210,"","Q-13",105,"Cambria Playground","Parks","",11411,"POINT (-73.74301001751107 40.69018261693874)"
"X",211,12,"Near Entrance","X087","","","Mitt Mutt","Wrought Iron Fence",21203,"","X-11",49,"Zimmerman Playground","Parks","",10467,"POINT (-73.86889194983799 40.866504997481016)"
"X",205,14,"Park Perimeter","X148E","","","Mitt Mutt","Wrought Iron Fence",14415,"","X-05",46,"Peace Park","Parks","",10457,"POINT (-73.9049364835427 40.845203192688416)"
"B",306,39,"Near Entrance","B210H","2018-01-26 05:00:00.0000000","To right of MPPA entrance","Mitt Mutt","Unpaved Surface",5656,"","B-06",76,"Harold Ickes Playground","","",11231,"POINT (-74.00564997670618 40.68273537472453)"
"Q",410,28,"Near Entrance","Q092","2018-04-22 04:00:00.0000000","135th Ave. closest to 134th St.","Mitt Mutt","Unpaved Surface",5619,"","Q-10",106,"Police Officer Edward Byrne Park","Parks","",11420,"POINT (-73.8057280810905 40.667527391051664)"
"X",203,15,"Park Perimeter","X010","","5 ft from street intersection","Mitt Mutt","Wrought Iron Fence",6035,"X010-ZN08","X-03",42,"Crotona Park","Parks","Crotona Zone 8",10456,"POINT (-73.90103884525918 40.83561784905572)"
"B",318,46,"Near Entrance","B353","2018-05-25 04:00:00.0000000","Just left of E 71 St entrance","Mitt Mutt","Wrought Iron Fence",3618,"","B-18",63,"Bergen Beach Playground","","",11234,"POINT (-73.90997850541133 40.622200490217836)"
"X",211,12,"Near Entrance","X162","","Along Arnow Ave","Mitt Mutt","Chain Link Fence",20805,"","X-11",49,"Parkside Playground","Parks","",10467,"POINT (-73.86796193927671 40.86800140950226)"
"B",303,36,"Park Perimeter","B237","2018-03-01 05:00:00.0000000","On corner of Jefferson Av/Bedford Av","Mitt Mutt","Paved Surface",8406,"","B-03",79,"John Hancock Playground","","",11216,"POINT (-73.95396339276643 40.68275912791318)"
"R",501,49,"Park Perimeter","R022","2018-06-21 04:00:00.0000000","Across from 610 victory bvld","Mitt Mutt","Unpaved Surface",6020,"R022-ZN02","R-01",120,"Silver Lake Park","Parks","Silver Lake Park Zone 2",10301,"POINT (-74.09122683895431 40.62725925403241)"
"B",312,39,"Park Perimeter","B065","2018-03-14 04:00:00.0000000","","Mitt Mutt","Paved Surface",6040,"B065-ZN02","B-12",66,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 2",11218,"POINT (-73.97253113883016 40.636233725291085)"
"X",203,15,"Park Perimeter","X010","","WIF 5 ft from intersection","Mitt Mutt","Wrought Iron Fence",5629,"X010-ZN08","X-03",42,"Crotona Park","Parks","Crotona Zone 8",10456,"POINT (-73.89942415608178 40.83504963509989)"
"X",206,15,"Park Perimeter","X280","","","Mitt Mutt","Wrought Iron Fence",7605,"","X-06",48,"Washington Park","Parks","",10458,"POINT (-73.89360852960718 40.855508995561706)"
"B",316,41,"Near Entrance","B153","2018-04-18 04:00:00.0000000","On Pacific St near Howard Av entrance","Mitt Mutt","Wrought Iron Fence",3238,"","B-16",73,"South Pacific Playground","","",11233,"POINT (-73.91946927789488 40.67592843631031)"
"Q",407,19,"Near Entrance","Q457","2017-12-13 05:00:00.0000000","entrance from parking lot on 14th Ave.","Mitt Mutt","Unpaved Surface",6008,"","Q-07",109,"College Point Park","Parks","",11356,"POINT (-73.8462409284133 40.78588284178152)"
"Q",401,22,"Near Entrance","Q436","2018-04-02 04:00:00.0000000","left of comfort station outside WIF","Mitt Mutt","Paved Surface",3217,"","Q-01",114,"Athens Square","Parks","",11102,"POINT (-73.92185727737842 40.767888061241656)"
"B",316,41,"Near Entrance","B325","2018-03-12 04:00:00.0000000","Left of entrance on Fulton St","Mitt Mutt","Paved Surface",3622,"","B-16",73,"Fish Playground","","",11233,"POINT (-73.91528906631292 40.678446525514836)"
"B",312,44,"Park Perimeter","B065","2018-03-12 04:00:00.0000000","","Mitt Mutt","Paved Surface",5634,"B065-ZN05","B-12",66,"Ocean Parkway Malls","Parks","Ocean Parkway Malls Zone 5",11230,"POINT (-73.96933012496761 40.61931254132205)"
"X",208,11,"Near Entrance","X150J","","500 ft from entrance on Bailey Ave","Mitt Mutt","Chain Link Fence",17209,"","X-08",50,"Bailey Playground","Parks","",10463,"POINT (-73.90015828056399 40.881501154909664)"
"X",202,17,"Near Entrance","X179","","","Mitt Mutt","Wrought Iron Fence",24003,"","X-02",41,"Playground 52 LII","Parks","",10455,"POINT (-73.90177110444401 40.81545918932371)"
"M",103,1,"Park Perimeter","M064","","Near Gouverneur St entrance","Mitt Mutt","Wrought Iron Fence",33204,"","M-03",7,"Lillian D Wald Playground","Parks","",10002,"POINT (-73.98383309985199 40.71190871647974)"
"X",207,11,"Near Dog Run","X104","","WBO near dog run; CLF","Mitt Mutt","Chain Link Fence",16016,"","X-07",52,"Williamsbridge Oval","Parks","",10467,"POINT (-73.87591056212655 40.87798749687861)"
"X",205,15,"Park Perimeter","X085","","","Mitt Mutt","Wrought Iron Fence",14410,"","X-05",46,"Slattery Playground","Parks","",10458,"POINT (-73.89835386725471 40.856971388277856)"
"X",226,11,"Near Entrance","X092","","","Mitt Mutt","Paved Surface",21214,"X092-ZN14","X-13",50,"Van Cortlandt Park","Parks","Gun Hill Meadow",10471,"POINT (-73.88123201016798 40.88295758764187)"
"X",227,15,"Near Entrance","X002Group","","post in lawn area","Mitt Mutt","Unpaved Surface",21220,"X002-ZN02","",49,"Bronx River Parks","Parks","Bronx Park Zone 2",10467,"POINT (-73.87073505980088 40.865115571149026)"
"X",205,14,"Near Entrance","X265","","","Mitt Mutt","Wrought Iron Fence",15603,"","X-05",46,"Galileo Playground","Parks","",10453,"POINT (-73.91589264540713 40.84886312057718)"
"B",304,37,"Near Entrance","B049","2018-03-10 05:00:00.0000000","Just inside Halsey/Knickerbocker entranc","Mitt Mutt","Unpaved Surface",8412,"","B-04",83,"Irving Square Park","","",11207,"POINT (-73.9083234636805 40.69294309316893)"
"Q",412,27,"Park Interior","Q325","2018-02-06 05:00:00.0000000","Hollis Ave. and 194th St.","Mitt Mutt","Unpaved Surface",5651,"","Q-12",103,"Gladys Warren Triangle","Parks","",11412,"POINT (-73.76410474860593 40.707174018624016)"
"Q",407,20,"Park Interior","Q300Group","2017-12-13 05:00:00.0000000","on median in path behind Ballfield 3","Mitt Mutt","Unpaved Surface",4403,"Q024-ZN02","Q-07",109,"Kissena Corridor Park","Parks","Kissena Park Zone 2 (Tennis Courts)",11365,"POINT (-73.81039726727876 40.745996560725835)"
"B",301,33,"Near Entrance","B286","2018-02-01 05:00:00.0000000","Picnic table area near Bartlett St entr","Mitt Mutt","Paved Surface",6066,"","B-01",90,"Bartlett Playground","","",11206,"POINT (-73.94627277536222 40.70110172739754)"
